algorithm,config,compression_ratio,compress_speed_mbps,decompress_speed_mbps,in_algo_cspeed_frontier,in_algo_dspeed_frontier
zstd,-1.0,26.48176336835191,1247.08,3322.67,True,False
zstd,-3.0,26.838662997089983,935.71,3063.48,True,False
zstd,-5.0,28.042814082641716,291.31,3123.86,True,False
zstd,-7.0,31.01037174008651,191.2,3555.67,True,False
zstd,-9.0,53.913608226298706,182.73,4908.67,True,False
zstd,-11.0,58.39300615087755,113.49,4965.4,True,False
zstd,-13.0,56.28676740888193,46.67,4984.1,False,False
zstd,-15.0,63.34294791792052,19.2,4917.17,True,False
zstd,-16.0,65.68807982566386,6.34,5371.71,True,False
zstd,-19.0,68.37133619761198,4.32,5432.17,True,True
xz,-1.0,27.105482773904875,65.43,496.68,True,False
xz,-3.0,48.9237325621792,46.3,857.62,True,False
xz,-5.0,66.4816489665866,10.23,1031.38,True,False
xz,-7.0,69.59681574461361,7.08,1120.82,True,True
xz,-9.0,72.8317406275108,6.89,797.54,True,True
zlib,-1.0,14.206085325788198,286.09,699.16,True,False
zlib,-3.0,16.234207704129226,240.66,752.93,True,False
zlib,-5.0,20.38366260284342,104.82,747.85,True,False
zlib,-7.0,22.22138476965844,56.72,790.61,True,False
zlib,-9.0,22.71514665062433,22.71,809.54,True,True
openzl,,91.5623931420429,48.10761513885949,118.75133526293722,True,True
openzl,,91.55811702523172,45.53027672915879,102.50555458730176,False,False
openzl,,91.5322173265455,46.39952433325444,118.33167801835602,False,False
openzl,,84.31428920783229,45.35287262995555,121.53268870791295,False,True
openzl,,84.26185026436923,47.2938825610656,119.38643207680092,False,False
openzl,,81.87842907318495,45.41384740466197,121.16640591768896,False,False
openzl,,68.96031701693438,49.075977617984144,118.53453015913286,True,False
openzl,,62.01878149477847,53.99775497529231,125.98178911000625,True,True
openzl,,61.99882246505995,54.27150859518757,122.78833261491344,True,False
openzl,,61.99713096075921,52.184480607936365,126.21062803030016,False,True
openzl,,52.9487876343844,55.585482777024176,124.33525708942044,True,False
openzl,,45.06964895373084,61.40676005994202,124.34082350892902,True,False
openzl,,18.97293937555587,60.08024504413558,126.21030940067584,False,False
openzl,,1.359956333931038,62.65977075604131,127.41658755028936,True,True
openzl,,1.3556458563712022,64.30520178795382,131.72500503924022,True,True
openzl,,1.2441673578953445,65.46173381869608,127.74885775322358,True,False
openzl,,1.232914372386421,65.47545152122379,125.25674358588896,True,False
openzl,,1.157151131523399,64.5922600359187,128.6307548417475,False,False
openzl,,1.1416918040355382,65.16733777406992,130.40266974463313,False,False
openzl,,1.10007488787311,64.26345750903037,129.64802133809127,False,False
openzl,,1.0724365699823906,66.84870728560063,131.256382318153,True,False
openzl,,1.0266570470843663,64.96198696666299,128.89640711615314,False,False
openzl,,1.0239217588766674,63.815559938217234,126.4977283912506,False,False
openzl,,1.0051968561313105,64.7587651234488,127.70904392830867,False,False
openzl,,1.005196795496941,65.50891251932804,128.27117402476776,False,False
openzl,,1.002576417804901,64.66829418156416,129.58417046513466,False,False
